timestamp,asset,regime,atr,volatility,spread,bos,choch,sweep,ob,fvg,trg,decisionTraceId,providers,courtPermission,riskLevel,sizing,result,holdingTimeSec,mfe,mae,opportunityCost,alphaScore
2026-07-24T10:03:14.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_18,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T10:05:15.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_19,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T10:08:15.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_20,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T10:09:15.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_21,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T10:10:16.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_22,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T10:11:16.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_23,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T10:17:17.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_24,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T10:26:19.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_25,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T10:46:23.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_26,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T10:47:24.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_27,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T10:48:24.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_28,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T10:50:24.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_29,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T10:51:25.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_30,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T10:55:25.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_31,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T10:59:26.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_32,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T11:00:26.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_33,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:01:27.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_34,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:02:27.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_35,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:03:27.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_36,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:04:27.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_37,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:05:28.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_38,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T11:06:28.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_39,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:07:28.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_40,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:08:28.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_41,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T11:09:28.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_42,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T11:11:29.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_43,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T11:13:29.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_44,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:14:29.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_45,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T11:15:30.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_46,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:30:33.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_47,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:32:33.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_48,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:34:34.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_49,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:36:34.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_50,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:37:34.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_51,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T11:40:35.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_52,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:03:40.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_53,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:06:41.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_54,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T12:09:42.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_55,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:11:42.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_56,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T12:14:43.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_57,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:15:43.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_58,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:16:43.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_59,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:18:44.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_60,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:19:44.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_61,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:20:44.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_62,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:22:45.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_63,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:23:45.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_64,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T12:27:46.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_65,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:29:46.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_66,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:31:47.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_67,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:32:47.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_68,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T12:33:47.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_69,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T12:34:47.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_70,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:35:47.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_71,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:36:48.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_72,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:37:48.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_73,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:38:48.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_74,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T12:40:49.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_75,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T12:41:49.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_76,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:42:49.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_77,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T12:43:49.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_78,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:44:49.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_79,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:50:51.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_80,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T12:52:51.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_81,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:00:53.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_82,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:01:53.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_83,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:02:53.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_84,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:03:53.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_85,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T13:04:54.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_86,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T13:13:56.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_87,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T13:19:57.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_88,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T13:20:57.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_89,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:21:57.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_90,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:22:57.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_91,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:27:59.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_92,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T13:28:59.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_93,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:29:59.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_94,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:38:01.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_95,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T13:39:01.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_96,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:40:01.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_97,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T13:42:02.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_98,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T13:43:02.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_99,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:44:02.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_100,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:45:03.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_101,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:52:04.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_102,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:54:05.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_103,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T13:55:05.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_104,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:56:05.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_105,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T13:57:05.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_106,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T13:59:06.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_107,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T14:00:06.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_108,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T14:01:06.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_109,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T14:03:07.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_110,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T14:07:08.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_111,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T14:22:11.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_112,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T14:34:14.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_113,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T14:38:15.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_114,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T14:46:16.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_115,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T14:47:17.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_116,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T14:48:17.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_117,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T14:50:17.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_118,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T14:54:18.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_119,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T14:57:19.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_120,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T15:00:20.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_121,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:04:20.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_122,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:05:21.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_123,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:06:21.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_124,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T15:07:21.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_125,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:08:21.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_126,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:10:22.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_127,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:11:22.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_128,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T15:12:22.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_129,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:14:23.000Z,BTC/USD,TRENDING_BULLISH,2.5,1.2,0.0001,true,false,true,false,false,0.45,trace_130,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:16:23.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_131,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:18:24.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_132,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:21:25.000Z,BTC/USD,RANGING_CONSOLIDATION,1.1,1.2,0.0001,false,false,true,false,false,0.45,trace_133,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:22:25.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_134,{},ALLOW,1,0.001,win,45,0.006,-0.001,0,85
2026-07-24T15:26:26.000Z,BTC/USD,RANGING_CONSOLIDATION,2.5,1.2,0.0001,false,false,true,false,false,0.45,trace_135,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
2026-07-24T15:27:26.000Z,BTC/USD,TRENDING_BULLISH,1.1,1.2,0.0001,true,false,true,false,false,0.45,trace_136,{},ALLOW,1,0.001,loss,45,0.006,-0.001,0,85
